timestamp,open,high,low,close,volume
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
2025-10-01 03:45:00,24632.400390625,24660.19921875,24620.150390625,24620.5,0
2025-10-01 03:50:00,24621.80078125,24641.5,24606.150390625,24637.94921875,0
2025-10-01 03:55:00,24639.599609375,24655.5,24630.5,24655.30078125,0
2025-10-01 04:00:00,24652.19921875,24666.349609375,24651.80078125,24663.650390625,0
2025-10-01 04:05:00,24663.599609375,24672.75,24659.44921875,24669.80078125,0
2025-10-01 04:10:00,24669.94921875,24686.5,24663.94921875,24682.44921875,0
2025-10-01 04:15:00,24681.849609375,24693.25,24675.150390625,24692.099609375,0
2025-10-01 04:20:00,24691.900390625,24691.900390625,24656.599609375,24673.30078125,0
2025-10-01 04:25:00,24673.55078125,24680.75,24668.150390625,24673.80078125,0
2025-10-01 04:30:00,24674.349609375,24685.099609375,24633.80078125,24641.400390625,0
2025-10-01 04:35:00,24639.55078125,24661.5,24617.69921875,24648.55078125,0
2025-10-01 04:40:00,24649.69921875,24665.650390625,24647.099609375,24659.94921875,0
2025-10-01 04:45:00,24658.599609375,24671.400390625,24650.900390625,24664.650390625,0
2025-10-01 04:50:00,24664.80078125,24669.599609375,24645.05078125,24657.150390625,0
2025-10-01 04:55:00,24658.30078125,24666.349609375,24649.55078125,24663.44921875,0
2025-10-01 05:00:00,24663.349609375,24689.80078125,24662.650390625,24687.349609375,0
2025-10-01 05:05:00,24687.150390625,24694.849609375,24669.25,24670.400390625,0
2025-10-01 05:10:00,24670.44921875,24683.05078125,24661.099609375,24662.75,0
2025-10-01 05:15:00,24661.75,24669.849609375,24649.400390625,24668.94921875,0
2025-10-01 05:20:00,24670.150390625,24675.55078125,24663.69921875,24673.44921875,0
2025-10-01 05:25:00,24673.25,24682.150390625,24673.099609375,24681.19921875,0
2025-10-01 05:30:00,24679.94921875,24690.30078125,24674.44921875,24683.75,0
2025-10-01 05:35:00,24684.19921875,24692.25,24678.94921875,24691.44921875,0
2025-10-01 05:40:00,24691.599609375,24704.5,24689.349609375,24702.19921875,0
2025-10-01 05:45:00,24703.05078125,24730.19921875,24703.05078125,24721.05078125,0
2025-10-01 05:50:00,24721.0,24729.05078125,24709.94921875,24713.75,0
2025-10-01 05:55:00,24713.55078125,24726.30078125,24713.55078125,24723.75,0
2025-10-01 06:00:00,24724.150390625,24745.849609375,24723.25,24742.900390625,0
2025-10-01 06:05:00,24743.349609375,24754.05078125,24736.19921875,24746.05078125,0
2025-10-01 06:10:00,24745.150390625,24776.0,24739.30078125,24776.0,0
2025-10-01 06:15:00,24776.05078125,24782.650390625,24769.75,24782.05078125,0
2025-10-01 06:20:00,24782.099609375,24786.099609375,24770.69921875,24779.5,0
2025-10-01 06:25:00,24779.599609375,24797.900390625,24774.25,24794.30078125,0
2025-10-01 06:30:00,24793.849609375,24806.099609375,24785.05078125,24805.94921875,0
2025-10-01 06:35:00,24806.30078125,24809.099609375,24796.349609375,24796.55078125,0
2025-10-01 06:40:00,24797.05078125,24811.80078125,24793.30078125,24803.349609375,0
2025-10-01 06:45:00,24803.05078125,24808.349609375,24786.69921875,24786.900390625,0
2025-10-01 06:50:00,24786.94921875,24790.80078125,24771.80078125,24773.900390625,0
2025-10-01 06:55:00,24774.150390625,24782.05078125,24757.5,24777.19921875,0
2025-10-01 07:00:00,24777.80078125,24777.80078125,24760.900390625,24765.349609375,0
